CHV,synonym
C0039808,thermodynamic
C0039810,"thermogram,thermograms"
C0039818,thermometers
C0039821,"receptors temperature,thermoreceptor"
C0039828,"these,theses"
C0039829,theta rhythm
C0039832,"tiabendazol,tiabendazole"
C0039834,amithiozone
C0039840,"b1 substances vitamin,b1 vitamin,b1 vitamins,vit b1,vitamin b 1,vitamin b1"
C0039841,"deficiencies thiamin,deficiency thiamin,deficiency thiamine,deficiency vitamin b1,thiamin deficiency,vitamin b1 deficiency"
C0039844,thiamine nitrate
C0039848,"cocarboxylase,thiamine pyrophosphate,tpp"
C0039856,thiazepine
C0039858,thiazines
C0039859,thiazole
C0039866,thighs
C0039867,"thimerosol,thiomersal"
C0039869,"think,thinks"
C0039870,leanness
C0039872,thioacetamid
C0039875,thioamides
C0039887,thiocyanates
C0039899,"thioglycollate,thioglycollates"
C0039902,"6 thioguanine,6-thioguanine"
C0039914,thiomalate
C0039925,thiopentone
C0039946,thiosemicarbazone
C0039955,tiotixene
C0039961,thioxanthene
C0039976,thoracic arteries
C0039978,"disease thoracic,thoracic diseases"
C0039979,"duct thoracic,ductus thoracicus"
C0039980,"chest disorders injuries,chest injuries,chest trauma,chest traumas,injuries chest,injuries thorax,injury thoracic,injury thorax,thoracic injuries,thoracic injury,thorax injuries,trauma chest"
C0039981,"neoplasms thorax,thoracic neoplasm"
C0039983,"nerves spinal thoracic,nerves thoracic,thoracic nerve,thoracic spinal nerve"
C0039984,"outlet syndrome thoracic,outlet syndromes thoracic,thoracic outlet syndromes"
C0039985,"chest radiography,chest x ray,chest x rays,cxr,thoracic x rays,thoracic x-ray,thorax x-ray"
C0039987,"dorsal vertebra,thoracic vertebra,vertebrae thoracic"
C0039988,chest wall resection
C0039991,"thoracostomy,thoracotomies"
C0040005,"l-threonine,thr,threonine"
C0040015,"glanzmann thrombasthenia,glanzmann's disease,glanzmann's thrombasthenia,glanzmanns thrombasthenia,thromboasthenia,thrombocytasthenia"
C0040021,"buerger disease,buerger diseases,buergers disease,buergers diseases,buergers's disease,obliterans thromboangiitis,obliterans thromboangitis,tao,taos,thrombo angiitis obliterans,thromboangiitis obliterans,thromboangitis obliterans"
C0040028,"essential thrombocythaemia,idiopathic thrombocythemia,primary thrombocythemia,thrombocythemia essential,thrombocytosis essential"
C0040034,"thrombocytopaenia,thrombocytopenia,thrombopenia"
C0040038,"disease thromboembolic,diseases thromboembolic,events thromboembolic,thromboembolic disease,thromboembolic disorder,thromboembolisms,thromboembolus"
C0040044,"fibrinolytic,fibrinolytic therapy,fibrinolytics,therapy thrombolytic"
C0040048,"factor iii,factors tissue,prothrombinase,tissue factor,tissue thromboplastin"
C0040052,tpo
C0040053,thrombotic disorder
C0040057,txa2
C0040061,thromboxanes
C0040067,thumbs
C0040068,"sucking thumb,thumbsucking"
C0040071,thymus removal
C0040072,"cysts thymus,thymus cyst"
C0040073,thymulin
C0040077,thymidin
C0040085,"synthase thymidylate,thymidylate synthetase"
C0040087,5-methyluracil
C0040098,thymoleptic
C0040100,thymomas
C0040101,thymoma benign
C0040105,thymopoietins
C0040106,thymosins
C0040112,"gland thymus,thymus,thymus gland"
C0040113,"thymus,thymus glands"
C0040115,hyperplasia thymus
C0040123,tg thyroglobulin
C0040124,"cyst duct thyroglossal,cysts thyroglossal,thyroglossal cyst,thyroglossal cysts,thyroglossal duct cysts,thyrolingual cyst"
C0040125,"antithyroid agent,antithyroid agents,antithyroid drug,antithyroid preparations,inhibitors thyroid,thyroid inhibitor"
C0040127,"crisis thyroid,storm thyroid,thyroid crisis,thyroid storms,thyrotoxic crises,thyrotoxic crisis,thyrotoxic storm"
C0040128,"abnormal thyroid,diseases of the thyroid gland,thyroid diseases,thyroid disorder,thyroid disorders,thyroid gland disease,thyroid gland diseases,thyroid gland disorder,thyroid gland disorders"
C0040130,"tft,thyroid function test,thyroid panel"
C0040132,"thyroid gland,thyroid glands,thyroids"
C0040134,"desiccated thyroid,desiccated thyroid gland,dried thyroid in powder form"
C0040135,thyroid hormones
C0040136,"gland neoplasms thyroid,gland thyroid tumors,gland thyroid tumours,neoplasm thyroid,neoplasms thyroid,thyroid gland tumor,thyroid neoplasm,thyroid neoplasms,thyroid tumors,thyroid tumour,thyroid tumours,tumor thyroid,tumor thyroid gland"
C0040137,thyroid nodules
C0040139,"thyroid stimulating globulin,tsi"
C0040145,"procedures thyroidectomy,thyroidectomies"
C0040147,unspecified thyroiditis
C0040149,"de quervain thyroiditis,de quervain's thyroiditis,de quervains thyroiditis,granulomatous thyroiditis,thyroiditis de quervain,thyroiditis subacute"
C0040160,"thyroid stimulating hormone,thyroid-stimulating hormone,thyrotropic hormone,thyrotropin,TSH"
C0040162,"protirelin,thyrotrophin releasing hormone,thyrotropin releasing hormone,trh"
C0040165,"l thyroxine,l-thyroxine,levothyroxine,T4,thyroxine"
C0040184,"bone structure of shin bone,tibia,tibias"
C0040185,"tibia fracture,tibial fracture,tibial fractures"
C0040186,medial popliteal nerve
C0040188,"disorders habit,habit disorder,tic,tic disorder nos,tic disorders"
C0040197,paralysis tick
C0040203,"tick,ticks"
C0040209,ticrynafen
C0040210,"lungs tidal volume,t v,tidal volume,tidal volumes,v t,vt,vts"
C0040213,"chostochondritis,costal chondritides,costal chondritis,costalchondritis,costochondral junction syndrome,costochondritis,slipping rib syndrome,tietze syndrome,tietze's disease"
C0040219,tilidate
C0040223,times
C0040225,time factor
C0040226,perception time
C0040227,"study time,time studies"
C0040238,"sn,stannum,stannum (Sn)"
C0040247,"infection tinea,ringworms,tinea,tinea infection,tineas"
C0040249,tinea blanca
C0040250,"black dot ringworm,capitis tinea,ringworm of scalp,ringworm of the scalp,ringworm scalp,ringworms scalp,scalp ringworm,scalp tinea,tinea scalp"
C0040252,"body ringworm,body tinea,corporis tinea,herpes circinatus,of body ringworm,tinea body"
C0040253,"dhobie itch,groin ringworm,groin tinea,tinea cruris,tinea inguinalis"
C0040254,tinea favosa
C0040255,"tokelau,tokelau tinea"
C0040259,"athlete foot,athletes foot,athletes foots,foot ringworm,pedis tinea,tinea pedis"
C0040261,"nail tinea,onychomycoses,onychomycosis,tinea unguium"
C0040262,"pityriasis versicolor,pityriasis versicolour,tinea flava,tinea versicolour"
C0040264,"ear noise,ear noises,ear ringing,ears noises,ears ring,ears ringing,ringing in ear,ringing of ears,symptoms tinnitus,tinnitus"
C0040277,"adhesive tissue,tissue adhesive"
C0040278,"banks tissue,tissue banks"
C0040284,"cell tissue culture,culture procedures tissue,culture tissue,tissue cultures"
C0040288,donor tissue
C0040289,"expander tissue,expanders tissue,skin expander,tissue expanders"
C0040290,"expansion tissue,expansion tissues"
C0040297,survival tissue
C0040300,"body tissue,body tissues,tissues"
C0040332,dependence tobacco
C0040336,abuse tobacco
C0040341,tbm
C0040345,"tocodynamometry,tocography,uterine monitor"
C0040348,"tocolyse,tocolytic therapy,tocolytic treatment"
C0040349,"drugs tocolytic,tocolytic,tocolytic agent,tocolytic agents"
C0040356,"joint toe,toe joints"
C0040357,toes
C0040360,togaviridae
C0040369,economy token
C0040380,"blue toluidine,tolonium chloride"
C0040381,"syndrome tolosa-hunt,tolosa hunt syndrome"
C0040383,toluol
C0040395,"tomograms,tomographies"
C0040398,emission computerized tomography
C0040399,"spect,spect imaging,spects"
C0040405,"assisted computer tomography,c a t scan,c.a.t. scan,cat procedure scan,CAT scan,cat scan procedure,cat scanning,cat scans,cats scan,catting,computed axial tomography,computed tomography,computed tomography x rays,computerised tomography,computerized axial tomography,computerized tomography,computing tomography,ct scanning,CT scans,ctt,ctt scan,emi scan,scan cat,scan ct,tomodensitometry,x-ray computed tomography"
C0040408,"lingual,tongue structure,tongues"
C0040409,"disease of tongue,disease tongue,diseases of the tongue,diseases of tongue,diseases tongue,disorders tongue,tongue disease,tongue disorder,tongue disorder disease"
C0040411,"neoplasm of tongue,neoplasm tongue,neoplasms tongue,of tongue tumor,tongue neoplasm,tongue neoplasms,tongue tumors,tumor tongue"
C0040412,"fissure tongue,fissures tongue,fissuring tongue,furrowed tongue,lingua plicata,plicated tongue,scrotal tongue,tongue fissure,tongue fissured,tongue scrotal"
C0040414,"hairy tongues,tongue hairy"
C0040416,"adie pupil,adie's pupil,adies pupil,adies pupils,pupillotonia,tonic pupils"
C0040421,"faucial tonsil,palatine tonsil,palatine tonsils,tonsillar,tonsils"
C0040422,"tonsil tumors,tonsillar neoplasm,tonsillar neoplasms,tonsils tumors"
C0040423,"procedures tonsillectomy,tonsillectomies,tonsillectomy,tonsillectomy procedure"
C0040425,"inflammation tonsils,tonsillitis"
C0040426,"anatomy teeth,set of teeth,sets teeth,structure tooth,structures tooth,teeth,teeth anatomy,tooth structure"
C0040427,"teeth abnormalities,tooth abnormality,tooth malformation"
C0040428,"abrasion dental,abrasions tooth,dental abrasion"
C0040431,"bleach tooth,bleaching tooth,tooth bleach"
C0040432,calcification teeth
C0040433,"crowded teeth,crowding of teeth,crowding teeth"
C0040434,"discoloration teeth,discolored tooth,of teeth staining,of tooth discolouration,stain teeth,stain tooth,stained teeth,stained tooth,staining teeth,staining tooth,stains teeth,stains tooth,teeth discoloration,teeth stain,teeth staining,tooth discolor,tooth stain,tooth staining"
C0040435,"disease of teeth,tooth disease,tooth disorder"
C0040436,"erosion dental,erosion teeth,erosion tooth,teeth erosion"
C0040437,"dental eruption,erupted tooth"
C0040440,"dental extraction,dental extractions,exodontia,extracted tooth,extraction of tooth,tooth extractions,tooth removal"
C0040441,"broken teeth,chip tooth,chipped tooth,fracture tooth,fractured tooth,teeth broken,tooth chipped,tooth fracture,tooth fractured,tooth fractures"
C0040443,"avulsed tooth,knocked out tooth,tooth avulsions"
C0040450,tooth reimplantation
C0040451,resorption tooth
C0040452,"of tooth root,root of tooth,root tooth,rooted tooth,roots tooth,tooth roots"
C0040454,artificial tooth
C0040456,"dental impaction,impact tooth,impacted teeth,teeth impact,tooth impaction"
C0040457,supernumerary tooth
C0040458,"teeth unerupted,tooth unerupted"
C0040460,"dental pain,dentalgia,odontalgia,tooth ache,tooth pain,toothaches"
C0040461,"brush tooth,tooth brush,tooth brushing"
C0040462,toothpastes
C0040464,"anaesthetics topical,anesthetic topical,anesthetics topical,topical anaesthetic"
C0040476,"tornadoes,tornados"
C0040479,"de pointe torsades,des pointe torsade,des pointes torsade,des pointes torsades,torsade de pointe,torsade de pointes"
C0040480,"torsion,torsions,twist,twisting,twists"
C0040485,"neck contracture,retrocollis,torticollis,torticollis unspecified,wryneck"
C0040487,torts
C0040488,tortures
C0040508,"hip total replacement,total hip arthroplasty,total hip replacement,total hip replacement procedure,total hip replacements"
C0040509,"tlc,total lung capacity"
C0040517,"de gilles la tourette,de gilles la tourettes,disorder tourette,gilles de la tourette,gilles de la tourette disorder,gilles de la tourette syndrome,gilles de la tourette's syndrome,syndrome tourette,syndrome tourette's,syndrome tourettes,syndrome tourettes's,syndromes tourette,syndromes tourettes,tourette disorder,tourette's disease,tourette's disorder,tourette's syndrome,tourette's syndrome gilles de la,tourettes disease,tourettes disorder,tourettes syndrome"
C0040519,tourniquets
C0040524,"toxaemia,toxemia,toxemias"
C0040537,"exposure toxin,exposure toxins"
C0040541,toxicology
C0040549,toxins
C0040553,toxocarosis
C0040555,toxoids
C0040556,"toxoplasmal,toxoplasmas"
C0040557,gondii toxoplasma
C0040558,toxoplasmoses
C0040560,toxoplasmosis congenital
C0040565,toys
C0040574,"trabeculectomies,trabeculoplasty"
C0040577,"element trace,elements trace,trace element"
C0040578,trachea
C0040580,"disease of trachea,disease trachea,diseases of the trachea,diseases trachea,disorders tracheal,trachea diseases,tracheal diseases"
C0040583,"stenosis of trachea,stenosis trachea,stenosis tracheal,trachea stenosis"
C0040587,"mounier kuhn syndrome,mounier-kuhn syndrome"
C0040588,"esophagotracheal fistula,fistula tracheo-esophageal,fistula tracheoesophageal,fistulas tracheoesophageal,tracheo-esophageal fistula,tracheo-oesophageal fistula,tracheoesophageal fistulas"
C0040590,tracheostomy
C0040591,"tracheotomies,trachi,trachy"
C0040594,tracks
C0040595,fields track
C0040600,traditional birth attendants
C0040607,"program training,programs training,training program"
C0040608,support training
C0040613,"acid tranexamic,amca,amcas"
C0040614,"anxiety reducing drugs,anxiolytic drug,anxiolytic drugs,ataractic,drugs tranquilizer,tranquilizer,tranquilizer drug,tranquilliser,tranquillisers"
C0040615,"antipsychotic agent,antipsychotic agents,antipsychotic drugs,antipsychotics,antipsychotics drugs,major tranquilizer,major tranquilizers,neuroleptic agents,neuroleptic drug,neuroleptic drugs,neuroleptics"
C0040616,"agent anti anxiety,agent anxiolytic,anti anxiety agents,anti anxiety drug,anti anxiety drugs,anti-anxiety agents,anti-anxiety drugs,antianxiety agent,antianxiety agents,antianxiety drug,antianxiety drugs,anxiolytic agents,anxiolytics,minor tranquilizer,minor tranquilizers,tranquilizers antianxiety"
C0040636,transamines
C0040643,"corticosteroid binding globulin,transcortin"
C0040648,"factors transcription,transcription factors"
C0040649,"gene transcription,genes transcription,transcriptions"
C0040652,"delivery drug transdermal,transdermal administration,transdermal drug delivery"
C0040654,"tens,transcutaneous nerve stimulation,transdermal electrostimulation"
C0040661,transducers
C0040662,pressure transducers
C0040671,transfer of learning
C0040673,"factor transfer,factors transfer"
C0040676,transferases
C0040678,transferences
C0040679,siderophilin
C0040682,"transformation,transformation cell,transformations"
C0040684,genetics transformation
C0040688,tgf alpha
C0040690,"factors growth milk,tgf b,tgf beta,tgfbeta,transforming growth factor beta,transforming growth factor-beta"
C0040691,transforming growth factors
C0040701,"adjustment reaction,adjustment reactions,reaction adjustment"
C0040702,transient tic disorders
C0040706,"diaphanoscopy,light scan"
C0040707,transistors
C0040710,"language translation,language translations,languages translations,translate,translated,translation language"
